feature_id;NS.1905.001.NEBNext_dual_i7_147---NEBNext_dual_i5_147.BS2_120;NS.1905.001.NEBNext_dual_i7_152---NEBNext_dual_i5_152.BM1_120;NS.1905.001.NEBNext_dual_i7_149---NEBNext_dual_i5_149.BS3_20;NS.1905.001.NEBNext_dual_i7_142---NEBNext_dual_i5_142.BM2_20;NS.1905.001.NEBNext_dual_i7_143---NEBNext_dual_i5_143.BM3_120;NS.1905.001.NEBNext_dual_i7_151---NEBNext_dual_i5_151.BS3_120;NS.1905.001.NEBNext_dual_i7_148---NEBNext_dual_i5_148.BM1_20;NS.1905.001.NEBNext_dual_i7_144---NEBNext_dual_i5_144.BM2_120;NS.1905.001.NEBNext_dual_i7_150---NEBNext_dual_i5_150.BS1_20;NS.1905.001.NEBNext_dual_i7_141---NEBNext_dual_i5_141.BS1_120;NS.1905.001.NEBNext_dual_i7_145---NEBNext_dual_i5_145.BM3_20;NS.1905.001.NEBNext_dual_i7_146---NEBNext_dual_i5_146.BS2_20
NMG90_11295;8819;7042;9568;8867;4575;5964;12911;7320;8357;8496;8430;8258
NMG90_09695;1;2;3;5;0;10;7;3;0;0;1;0
NMG90_15910;1141;807;2061;2395;1185;1270;3491;1267;2746;3071;1904;2321
NMG90_14885;12093;11086;11617;11007;8155;8986;15438;10093;10477;14280;10482;9706
NMG90_11935;2594;2217;1945;1815;1405;1736;3171;1835;2120;2977;1893;2012
NMG90_21520;477;289;469;495;186;214;764;296;367;409;599;444
NMG90_15995;167;186;124;158;98;134;187;147;163;230;133;143
NMG90_01190;9426;6290;13766;20439;3416;5383;33011;5338;12755;6416;22116;20395
NMG90_02475;568;481;281;345;384;360;396;438;324;514;319;429
NMG90_04565;4218;2817;2053;2071;2164;2684;2335;2946;2435;3316;1845;3191
NMG90_24610;56367;30771;35728;40251;24423;19491;45043;36553;26861;26377;39619;37269
NMG90_09010;564;605;973;1171;546;483;1074;808;902;669;808;694
NMG90_16190;46278;24161;37584;33864;19609;18699;43823;24362;28314;24695;27231;31659
NMG90_04780;13732;5830;6077;5760;4299;7653;6124;7426;3668;6037;5522;6765
NMG90_13110;2003;1553;1341;1381;1091;1422;1889;1895;1180;1789;1287;1443
NMG90_22735;344;280;322;300;333;241;394;224;325;525;266;337
NMG90_13445;51957;43465;46046;39051;22349;42856;63504;40909;30129;40912;48561;30842
NMG90_19580;80;85;76;74;72;58;117;67;51;113;47;52
NMG90_21945;115;26;69;64;40;52;45;32;16;41;140;390
NMG90_20310;1678;881;518;551;740;701;699;854;581;680;472;699
NMG90_03000;959;730;447;351;452;512;581;579;381;595;437;485
NMG90_11185;4959;3622;2819;2639;2855;3227;3373;3384;3635;3080;2728;2683
NMG90_01155;31270;27029;32321;32709;17063;21561;45834;26998;25576;31912;29962;26636
NMG90_12070;122;87;64;90;87;98;106;88;113;132;67;83
NMG90_15075;17338;8898;3169;3835;5246;16536;6140;10852;1251;1922;7376;6472
NMG90_19755;88552;111949;115928;106054;57831;74793;146616;73809;88366;110086;101476;82423
NMG90_18795;23163;24703;29459;31894;22361;12474;30954;21922;47462;36253;22271;34627
NMG90_04700;4239;2831;2752;2591;1783;2505;3186;2031;2536;2751;2316;2164
NMG90_00965;3909;2716;4396;7791;2735;2065;7755;3976;9089;6856;4990;6788
NMG90_15205;913;797;759;877;445;562;1261;575;734;914;837;912
NMG90_06290;621;555;582;483;377;447;640;591;439;688;543;380
NMG90_02940;2502;1404;1640;2234;1347;1619;1730;2031;1619;1594;1636;1578
NMG90_16890;13980;12663;8097;9311;10261;8587;10013;12593;10407;16195;6828;11759
NMG90_14905;2114;1884;2512;2573;1696;1609;2971;1955;2410;2669;2221;2177
NMG90_12145;642;365;621;873;421;408;983;496;898;906;495;907
NMG90_08655;34646;35233;133060;216645;32273;21236;334414;36591;176260;104592;164190;239520
NMG90_19500;2166;2068;1495;1340;1192;1392;1994;1615;1605;2162;1253;1172
NMG90_07385;1270;782;6127;11500;703;519;18084;1376;9343;1333;11159;10331
NMG90_22725;551;376;352;373;236;303;445;432;260;440;376;321
NMG90_03245;12105;10370;13952;16472;8981;9687;16042;11655;18633;17213;12539;13718
NMG90_09455;741;588;773;1891;541;453;1295;642;845;578;590;899
NMG90_06435;77;31;53;81;44;44;113;57;77;60;46;116
NMG90_12015;27714;22425;18727;14993;15068;16980;20569;17463;13119;26511;14128;13170
NMG90_00770;3446;2411;1518;1053;2008;2007;1701;2579;1060;2717;1134;1204
NMG90_19475;4759;3924;5378;5302;3262;2663;5766;3106;4850;5052;5054;5759
NMG90_07725;14565;10718;10916;13151;7762;6720;17746;9643;10477;11707;12287;16865
NMG90_07315;8148;3106;3375;2332;1892;6369;2709;3661;987;2401;3125;1064
NMG90_03170;7674;7214;7986;8556;5174;4424;12746;6391;9112;9232;6961;12689
NMG90_00310;2986;2739;3007;3167;2298;2556;4457;2835;3143;3991;2817;2932
NMG90_24550;15;9;4;5;6;1;17;3;9;12;8;6
NMG90_23745;130;99;136;134;87;80;255;103;154;208;135;130
NMG90_24905;1880;1592;1199;932;1023;1165;1504;1354;798;1407;1079;1109
NMG90_19655;4477;6894;9729;9032;5537;4808;15512;6248;8270;10899;7068;6591
NMG90_03115;1732;1494;2031;2213;1241;901;2747;1353;2406;2454;1850;2293
NMG90_09185;264;219;203;185;177;243;228;229;193;222;116;147
NMG90_24945;235;149;111;87;130;163;160;182;66;181;83;117
NMG90_25075;4633;3685;3352;3758;2804;2985;5010;3296;3379;4455;3242;3909
NMG90_20945;108;101;123;95;41;93;133;54;72;100;88;50
NMG90_24815;842;1161;1092;858;736;1016;1261;996;996;939;1033;813
NMG90_24355;39522;41126;38521;30196;27344;34729;41066;30824;27936;36495;32210;23561
NMG90_22410;421;313;218;275;232;250;418;270;242;333;275;286
NMG90_07475;502;300;418;363;198;239;546;258;306;291;318;360
NMG90_10775;12200;10200;14070;12912;9314;8660;15352;11391;11429;16516;10425;8697
NMG90_05425;4362;6261;10245;7035;4328;7694;13893;9844;7225;8378;9604;8942
NMG90_21325;0;2;1;12;0;6;3;2;7;3;0;2
NMG90_21400;14;4;15;16;8;15;25;36;28;26;11;11
NMG90_01725;339;203;153;185;170;255;271;218;194;317;156;179
NMG90_07335;12333;10135;11232;21365;9399;8345;21674;12277;24402;15868;16737;17651
NMG90_21985;1947;1218;1101;1107;936;891;1607;1328;862;1742;1154;1002
NMG90_10585;11951;5849;19644;21189;5152;4844;15671;6707;10085;11398;32165;14588
NMG90_14880;1494;1072;607;686;1195;1224;751;1322;474;1260;701;480
NMG90_11785;372;300;284;212;165;281;337;294;198;327;289;304
NMG90_07215;9530;7644;9417;11209;7602;6076;10373;7714;11270;10331;8709;10286
NMG90_10820;2610;2116;2887;2293;1686;1828;3196;2113;2469;3195;2108;2109
NMG90_22215;63;30;35;23;14;31;53;41;30;28;38;26
NMG90_09285;2754;1913;3013;3006;1595;1746;5093;2177;2523;3081;2701;2977
NMG90_15825;22;27;23;36;32;32;65;29;50;54;27;49
NMG90_01825;129549;86528;96553;98969;50502;70634;122775;89005;66875;80764;100803;96245
NMG90_21030;402;444;266;221;247;318;316;388;226;522;219;201
NMG90_05585;84681;44983;47537;38644;37550;48761;47568;46816;32407;43651;39778;36209
NMG90_01780;155;99;11;7;35;103;12;91;17;32;14;14
NMG90_15840;29;26;21;34;25;19;35;41;45;28;15;18
NMG90_22460;244;138;175;124;114;121;207;158;90;185;184;187
NMG90_09530;1022;1127;1469;1291;606;885;1993;1029;1164;1208;1264;949
NMG90_05985;501;370;223;207;226;305;268;356;190;311;215;244
NMG90_19515;2076;1534;1453;1432;938;1238;1982;1757;1253;1433;1381;1259
NMG90_14060;9565;7954;9428;10961;7209;6066;10116;7935;10920;10044;8656;10328
NMG90_13095;154915;120547;61913;64823;83822;122837;106676;125547;44088;85457;71171;73057
NMG90_14020;32910;27624;30570;30553;24105;26554;46228;27104;29241;43405;28367;28977
NMG90_07445;400;284;111;127;220;410;247;251;51;166;135;153
NMG90_05535;11799;8209;7510;6180;7202;6854;8572;8176;6056;11548;5362;6069
NMG90_24455;50;35;17;28;22;25;46;30;26;33;25;32
NMG90_14065;4815;3881;5790;6327;3902;2958;7011;3975;6407;6360;4987;5378
NMG90_09825;459;327;382;373;226;195;619;229;372;397;389;361
NMG90_08490;86;55;55;54;38;66;86;55;86;43;64;54
NMG90_08865;1294;1269;864;891;1088;1226;1457;1233;668;1919;731;1020
NMG90_05025;1461;939;1337;1257;833;869;1540;1084;1200;1348;1066;814
NMG90_00375;382;195;173;243;145;203;248;194;149;296;241;208
NMG90_19955;948;865;472;377;649;646;457;758;349;1083;413;287
NMG90_00370;1042;645;798;1151;744;712;642;863;1108;527;656;495
NMG90_17235;2598;1866;2599;3313;2181;1490;3462;2238;2808;2724;2340;2919
NMG90_12990;7056;4655;3652;3908;3943;4062;4574;4798;3435;5126;3438;3864
NMG90_23205;118;134;116;142;78;126;197;139;98;180;114;116
NMG90_00695;24;18;11;5;14;14;25;9;14;28;22;17
NMG90_02750;3047;2677;2958;3272;1924;2184;4076;2508;3038;3125;2759;3331
NMG90_16470;2856;1863;1842;1783;1335;1554;2752;2097;1536;2056;1675;2139
NMG90_23085;4046;3056;2585;2611;2605;2304;3453;2739;2781;3189;2363;2873
NMG90_22790;599;408;358;278;385;436;392;434;356;510;321;339
NMG90_12465;4049;2668;3517;2874;1528;1980;4759;1815;2059;3859;3465;3536
NMG90_16280;111094;87845;164634;188118;78990;53753;203986;74359;200009;122101;142825;210851
NMG90_06955;182;203;98;113;112;132;148;182;110;190;131;136
NMG90_23240;19;6;10;24;5;5;13;7;7;12;8;6
NMG90_20540;457;390;292;298;337;386;360;336;229;374;268;271
NMG90_10015;2012;1148;950;1129;1182;1953;1794;1710;1070;1674;1170;1410
NMG90_13645;0;2;2;3;2;2;1;1;2;6;8;3
NMG90_12400;906;773;797;762;570;753;984;873;733;962;727;517
NMG90_12765;27097;15773;18361;19335;11784;13385;24043;14090;17200;20163;20115;19999
NMG90_18245;1189;1234;6360;16196;736;1035;23789;1236;8581;1533;18259;37029
NMG90_18445;1476;1240;1609;1182;782;1105;2161;1401;1487;1746;1538;1354
NMG90_19330;357;267;327;312;176;138;617;193;287;298;297;423
NMG90_25160;3158;3907;6830;8179;2651;2598;11391;3559;8659;8945;6667;5962
NMG90_09905;21628;20464;5292;5648;10982;14083;9079;18690;3070;19793;7103;9551
NMG90_21665;21;30;27;25;19;29;44;24;45;23;43;35
NMG90_00540;26;30;22;26;12;27;39;12;28;47;21;14
NMG90_22330;229;194;230;201;72;128;285;217;158;228;274;166
NMG90_23925;37;56;76;36;84;42;118;60;48;68;69;35
NMG90_05900;351;258;388;353;194;203;334;246;414;362;366;340
NMG90_22870;923;597;2402;6492;835;545;8153;659;18414;4573;2816;8536
NMG90_16185;13420;10403;22599;18989;9137;6969;23802;10077;19071;14671;15833;13749
NMG90_09030;104420;125330;77566;82726;74150;85891;144512;105987;66176;117550;85038;84224
NMG90_14135;121;130;203;336;105;103;250;174;186;180;222;245
NMG90_23115;59;80;53;41;47;62;82;39;50;127;60;33
NMG90_17610;1003;659;970;1538;454;630;993;834;1040;906;972;982
NMG90_10960;942;925;1321;924;618;720;1247;1083;1136;1355;965;728
NMG90_03805;17033;15574;14311;12428;11882;10443;17896;13830;14326;21719;11272;13841
NMG90_10500;156;289;198;120;152;167;191;295;168;389;181;200
NMG90_12020;85476;75937;61386;52116;51456;58276;71991;64963;40774;78059;47401;46601
NMG90_10730;1214;1122;2242;1699;817;940;2425;1399;1677;2069;1954;1241
NMG90_19805;2177;1337;2183;2831;1251;1353;2857;1483;1474;1980;2168;1945
NMG90_02630;19;41;28;43;20;36;41;85;33;41;30;21
NMG90_13100;109;80;180;300;72;189;308;100;92;141;276;160
NMG90_12960;7707;6063;8155;9398;4824;5205;11091;5739;7873;8023;6987;7505
NMG90_12100;51;49;42;44;47;53;50;62;29;55;23;30
NMG90_14140;6409;4377;4628;4795;3850;4141;6942;5363;4510;6486;4435;4716
NMG90_14955;1739;1549;1424;1536;1522;1530;2187;1693;1687;2820;1268;1796
NMG90_10075;6440;5146;2718;2344;3650;4455;4233;5286;2474;5402;2611;3185
NMG90_06280;582;420;449;490;296;433;643;517;472;462;415;564
NMG90_15715;198;127;195;205;112;107;174;145;212;246;160;117
NMG90_25220;166;168;155;158;133;135;204;113;192;250;150;155
NMG90_13710;2886;2954;3385;2921;2004;1957;3802;2098;2651;3950;2947;2752
NMG90_16730;8753;7810;8921;8084;5130;6039;12331;6741;8478;10871;7979;8282
NMG90_24855;780;754;1354;1680;541;525;1102;677;556;817;2203;4324
NMG90_22885;1310;959;638;558;607;656;990;841;484;774;571;732
NMG90_24195;8927;7850;7906;9527;5421;5698;12891;8520;8405;11200;7927;7691
NMG90_14900;634;546;499;511;253;506;716;417;371;558;508;486
NMG90_06000;2197;1564;2479;2612;1533;2473;3542;2159;2140;2707;2068;2170
NMG90_08885;305;285;893;1003;341;331;1787;225;1492;1622;738;991
NMG90_04725;7540;6579;5541;5741;4619;5442;9686;7840;5623;7902;5079;5423
NMG90_09040;181;169;243;178;111;140;309;115;160;233;218;165
NMG90_06625;3161;2231;854;698;1706;3422;820;2517;814;2167;838;445
NMG90_16490;1390;786;913;675;620;1109;780;833;747;779;921;1700
NMG90_04775;2955;2990;2346;1651;1824;2057;2349;1980;2220;2518;1821;1595
NMG90_17615;199;168;229;466;76;185;294;247;224;228;259;247
NMG90_20400;1754;1650;1183;1162;1067;1393;1602;1507;977;1824;1197;1251
NMG90_20590;60;60;57;79;54;62;102;68;61;106;83;103
NMG90_14280;4594;3724;4679;4374;2730;3167;6984;4642;4209;5091;5389;3667
NMG90_19055;94;44;91;119;25;54;108;43;63;115;72;76
NMG90_25070;1125;1076;742;629;591;776;1049;867;555;1090;720;611
NMG90_16230;56607;31008;15645;14321;23705;24513;19032;38565;8723;27053;15651;16612
NMG90_11670;227;128;17;20;31;48;12;47;15;13;26;6
NMG90_07235;0;0;0;0;0;0;0;0;0;0;0;0
NMG90_15195;632;587;664;693;365;441;1110;468;867;782;658;802
NMG90_06180;28949;7007;3902;7814;8225;8274;3992;11044;1193;1140;6709;22472
NMG90_11510;811;722;636;609;544;462;699;724;595;1078;508;549
NMG90_02505;902;582;770;653;710;703;872;727;645;1146;512;515
NMG90_13855;931;769;1088;982;585;540;1290;658;937;1030;873;996
NMG90_19905;157;129;234;353;136;117;442;109;319;220;312;356
NMG90_16370;1866;1704;1626;1585;1492;1332;2234;2002;1635;2665;1444;1487
NMG90_18910;2719;1858;1901;2061;1556;1144;2608;1907;2161;2194;1915;3245
NMG90_02055;66;36;152;225;26;39;206;61;111;72;150;124
NMG90_18290;1213;1454;583;846;877;689;914;1292;792;2339;633;748
NMG90_02185;66;53;54;53;27;27;79;59;34;76;73;91
NMG90_14080;2963;2405;2676;3146;1956;2286;4135;2490;2091;3187;2157;2882
NMG90_16620;74;115;135;124;59;147;127;72;107;180;93;67
NMG90_11805;1405;1249;1019;1207;1017;864;1775;1402;1295;2174;939;1166
NMG90_09340;14221;7909;7294;7810;5053;5978;13090;5247;7869;6089;8883;24152
NMG90_01680;85;80;96;73;63;54;90;57;73;100;55;71
NMG90_09645;141;86;101;129;124;126;148;114;56;134;110;134
NMG90_06665;126;61;107;141;108;67;188;93;103;95;119;136
NMG90_09260;67;88;82;28;66;84;55;81;47;101;39;43
NMG90_09575;645;534;730;728;522;525;933;478;707;938;737;714
NMG90_15165;405;145;128;98;174;147;112;177;80;144;105;183
NMG90_15000;32578;28248;19811;26112;20995;17468;27270;27173;26339;25680;20786;41417
NMG90_20555;3897;3893;3008;2938;2507;2473;4468;3030;3198;4933;2689;3180
NMG90_23210;87;97;68;67;48;30;73;40;93;100;67;44
NMG90_00725;193;179;185;162;98;120;233;149;146;266;195;151
NMG90_20175;1455;879;2777;8063;972;1296;9551;1206;11042;3200;4026;17657
NMG90_01305;2832;1945;2099;2814;1962;1569;2652;2023;1852;2085;1897;2295
NMG90_24910;2906;2566;695;345;1486;4169;267;3168;177;1887;936;526
NMG90_21685;16;23;12;6;14;16;5;21;8;12;12;9
NMG90_14530;5228;4657;6210;5401;3778;4496;9714;3821;5060;4759;5526;5002
NMG90_04240;5019;4646;3623;3003;3067;3171;3976;3882;3032;4761;2703;2942
NMG90_14845;736;700;748;774;547;508;885;667;812;1003;753;682
NMG90_07505;303;213;193;196;118;153;312;184;190;260;251;239
NMG90_14615;3591;4178;1826;1526;2345;3040;2172;3554;1961;4574;1903;1576
NMG90_11765;118159;101574;98806;98691;79573;64591;120861;88852;87863;100376;78450;124118
NMG90_08080;1860;1600;1375;1262;1729;1487;1745;1602;1330;2015;1053;1369
NMG90_14915;3724;3081;3391;4253;2755;2349;4787;3619;3747;3664;3437;4045
NMG90_20765;12918;9216;7001;7805;4988;5900;17802;4937;5845;4237;7448;23006
NMG90_15775;16224;12118;14803;15756;10185;9865;17856;12342;14764;16716;13774;16889
NMG90_12470;2576;1566;2331;2014;926;1562;3284;1187;1085;2398;2455;2463
NMG90_08855;449;454;536;461;292;407;633;436;443;460;587;346
NMG90_20950;1023;752;1339;1248;437;583;1694;563;987;1029;1211;886
NMG90_13355;668;576;594;441;359;401;685;528;454;760;492;428
NMG90_11225;316;259;242;213;241;251;224;289;214;334;215;230
NMG90_11075;669;572;487;556;383;479;804;584;549;672;482;523
NMG90_04440;2549;1908;1834;1565;1816;1728;1899;2002;1329;2170;1380;1625
NMG90_02165;1790;1543;2054;2016;1720;1561;2148;1924;2128;2219;1884;1805
NMG90_15770;12137;9875;9890;9048;8094;7576;11385;9337;9657;11542;8279;8620
NMG90_24120;1252;861;589;682;518;827;895;944;548;749;733;806
NMG90_17425;1108;1152;1001;1082;770;650;1521;995;1022;1670;996;930
NMG90_03890;13733;8111;5901;5422;6965;7735;7297;8457;4236;8372;5682;6822
NMG90_19850;17249;15935;11511;10338;10013;11995;15741;14622;9029;13206;10280;9082
NMG90_20065;1395;740;103;178;140;492;179;322;119;252;257;308
NMG90_19115;6933;5609;6581;6426;4970;5099;7125;5070;5775;7089;5556;6243
NMG90_09895;949;1170;2080;2523;842;906;2862;1306;2359;1928;1920;2069
NMG90_03885;75;65;67;62;34;59;66;57;56;100;34;35
NMG90_10815;5775;4511;7462;6936;4001;3836;9877;4928;6126;7848;5373;4859
NMG90_03030;32;43;70;52;47;41;75;36;54;114;61;74
NMG90_10965;46;27;60;71;22;20;101;17;64;30;58;61
NMG90_14380;8014;6517;14367;16999;5818;7207;20152;8873;13226;10328;15259;14840
NMG90_11035;173;116;76;76;94;161;95;135;56;316;81;106
NMG90_15435;94;91;106;148;74;125;179;90;153;175;120;110
NMG90_08125;6;0;2;1;0;2;9;6;6;11;2;2
NMG90_08650;457;270;346;351;203;258;565;281;306;366;283;398
NMG90_02335;82;42;103;60;65;85;140;92;98;119;95;102
NMG90_12155;774;458;571;703;409;388;691;495;615;619;462;561
NMG90_02200;2173;2081;3349;3557;1730;1624;4375;2210;3247;3443;3009;3327
NMG90_10330;228;135;109;127;121;125;153;138;115;168;142;194
NMG90_22205;47;38;21;44;18;13;55;44;37;9;31;40
NMG90_22140;131;116;133;109;81;107;161;132;94;154;123;80
NMG90_15035;10718;12288;9752;8347;6847;8997;15026;8576;9246;9813;10346;8473
NMG90_09790;103;54;71;64;40;42;84;55;66;95;64;57
NMG90_20185;113;97;165;375;50;106;160;155;115;95;64;86
NMG90_17280;4;12;11;18;15;12;24;4;16;22;44;16
NMG90_03055;18;28;61;26;20;21;65;36;41;61;42;17
NMG90_04870;349;370;277;230;140;201;271;184;221;280;274;194
NMG90_13970;466;396;454;385;293;325;594;339;383;590;389;403
NMG90_01540;129;71;143;113;75;83;169;125;98;198;114;177
NMG90_22465;1494;1041;659;609;965;920;1096;1133;525;1193;650;872
NMG90_07285;41482;37753;37302;29705;27996;34493;32463;34551;18723;31537;27157;15075
NMG90_02810;7639;8044;6911;6078;5823;5817;8857;7110;6172;9118;5693;6110
NMG90_19070;483;305;294;350;293;296;499;358;302;486;275;282
NMG90_21065;627;659;732;618;547;646;986;540;637;1144;518;582
NMG90_20805;1262;895;908;773;681;695;1101;883;646;1213;670;751
NMG90_17535;68578;65642;81886;74536;45261;56138;94516;52898;60169;78154;65760;49175
NMG90_12985;2;16;0;8;4;2;8;27;10;8;5;11
NMG90_23510;20;17;17;36;10;5;22;2;332;41;17;27
NMG90_12005;294666;210258;130380;119908;189753;195258;118636;223182;89854;115254;95046;94598
NMG90_02310;706;542;646;446;322;504;889;470;582;890;521;568
NMG90_16665;1707;1139;933;957;1096;923;1181;1203;815;1469;838;1135
NMG90_09970;274;171;827;1552;180;165;1155;240;1670;536;828;1041
NMG90_17940;75190;63514;40823;44484;52053;65141;73293;74900;27430;42463;32491;27490
NMG90_16030;39;24;56;43;29;24;64;29;29;60;35;29
NMG90_02150;1773;1682;1322;1722;972;1221;2422;1342;1685;1801;1580;1828
NMG90_18495;3146;2807;6512;9291;1468;2266;16361;1975;5756;2257;10108;8842
NMG90_05705;18612;15121;28620;34298;16014;11222;36341;14442;44007;34688;24585;33989
NMG90_08250;308;233;315;324;252;271;348;274;257;323;228;263
NMG90_15100;248;172;83;144;159;106;144;212;82;213;77;204
NMG90_02175;1141;637;923;1040;844;925;1668;960;1136;1610;747;1142
NMG90_22430;2539;1834;2320;2490;1446;1636;3411;2275;2002;3189;2057;2483
NMG90_04510;214;159;195;164;138;107;138;167;137;242;127;164
NMG90_13465;7878;5071;4425;6230;4094;6750;8907;6185;5870;4640;4871;6152
NMG90_00910;11522;10179;28270;35119;13179;10632;26622;12803;31439;17427;25106;17789
NMG90_08640;1206;929;927;925;1095;902;1219;1077;995;1315;706;783
NMG90_04060;7676;5646;4678;4408;3435;5093;5970;5585;3891;5351;4923;4560
NMG90_17275;27;18;51;44;28;45;51;21;45;43;44;39
NMG90_18725;11850;11485;21842;25354;9736;5371;24731;10411;41152;16597;18712;26025
NMG90_18710;23203;21234;48106;59527;18784;10286;63266;19652;95891;34379;43993;61964
NMG90_08860;114;247;64;42;57;122;74;35;99;218;110;65
NMG90_07805;2977;2248;1951;2250;1701;1794;2511;2423;1597;2352;2232;2511
NMG90_24865;733;710;780;674;450;508;1235;533;780;950;773;709
NMG90_06510;21;17;63;31;11;21;60;31;38;49;34;25
NMG90_22180;2418;1767;2277;1892;971;1379;2368;1507;1840;2054;1761;1759
NMG90_11930;447;445;541;470;300;286;789;434;490;616;477;468
NMG90_19545;1872;1903;1643;1434;1271;1490;2216;1666;1447;2171;1396;1152
NMG90_01315;352;243;579;740;228;176;1070;275;702;399;670;887
NMG90_24715;3;2;11;11;11;6;13;9;9;9;4;15
NMG90_04305;1650;2059;691;519;888;2882;584;1930;451;728;699;727
NMG90_05670;2543;1907;2265;2935;1977;1575;2273;2204;3110;2273;1946;2179
NMG90_09900;13964;14113;4785;3995;8269;10974;6741;12304;2619;12324;5047;6420
NMG90_06825;2969;4343;1164;1318;2154;2380;1433;2823;1516;4376;1432;1335
NMG90_02425;331;288;323;325;342;192;469;385;224;552;316;439
NMG90_23985;164;174;116;65;99;149;189;121;115;235;113;91
NMG90_07990;83;43;45;75;53;46;98;84;84;121;78;69
NMG90_19980;2438;1839;2590;2684;1261;1255;3151;1565;1926;1939;2401;2838
NMG90_08990;370;193;240;198;244;202;202;259;262;340;192;224
NMG90_02495;24749;63670;3700;4918;15751;22893;4846;27001;9584;33481;8186;7356
NMG90_18650;34042;27691;28297;31989;21956;24583;36858;27416;26523;34989;27767;28944
NMG90_03875;717;592;606;480;425;668;658;544;524;754;502;556
NMG90_23490;1022;1064;5534;7327;1359;1176;8306;2074;12440;3717;4875;5633
NMG90_19460;37396;23860;35186;48130;19279;14573;51192;30877;35827;18367;43729;80460
NMG90_02990;3283;2301;1743;1453;2027;1979;2039;2095;1416;2771;1518;1830
NMG90_24210;1328;1060;1123;1107;747;856;1454;942;914;1187;989;867
NMG90_12165;139;145;226;167;99;86;155;83;211;161;138;154
NMG90_05650;2333;1919;2396;2275;1567;1497;3278;2147;2126;3031;1854;2077
NMG90_13070;6844;5457;6466;6707;4006;4192;8972;5068;6530;7882;5646;6667
NMG90_00090;11193;7244;4757;5059;6363;5490;5217;7425;4433;5584;4510;5501
NMG90_21245;4238;3637;3780;3537;2411;2919;5357;3136;3240;4241;3438;3387
NMG90_00315;11337;8442;9250;9236;6304;7545;13018;8951;8057;10293;9220;10016
NMG90_19540;1818;1904;2205;1721;1660;1698;2565;1886;1827;2767;1635;1213
NMG90_24795;33;34;33;38;13;19;60;14;46;21;30;48
NMG90_17770;2052;1399;3730;3376;1782;2684;3094;3221;6624;2345;2657;2271
NMG90_23735;597;393;595;561;250;622;1406;560;348;712;567;958
NMG90_02680;6614;5215;2835;2971;3975;4829;4312;5958;2712;5098;2902;3889
NMG90_21115;101;62;64;57;37;56;65;53;44;79;47;35
NMG90_12205;10295;6730;6639;6876;5586;6863;7021;5582;5654;8238;5793;5455
NMG90_17760;952;731;1542;1573;712;1007;1271;1499;2948;1003;1095;1042
NMG90_06900;45;19;30;38;20;21;52;23;30;65;23;32
NMG90_11525;58;49;47;25;52;28;88;59;50;62;35;51
NMG90_05500;1055;798;1157;951;665;790;1362;851;985;1254;912;976
